feature_id,dev_token_mean_activation_effect,dev_token_mean_activation_ci_low,dev_token_mean_activation_ci_high,dev_token_mean_activation_paired_d,dev_token_mean_activation_p_value,dev_token_mean_activation_bh_q_value,dev_token_mean_activation_prevalence,dev_token_activation_frequency_effect,dev_token_activation_frequency_ci_low,dev_token_activation_frequency_ci_high,dev_token_activation_frequency_paired_d,dev_token_activation_frequency_p_value,dev_token_activation_frequency_bh_q_value,dev_token_activation_frequency_prevalence,dev_maximum_activation_effect,dev_maximum_activation_ci_low,dev_maximum_activation_ci_high,dev_maximum_activation_paired_d,dev_maximum_activation_p_value,dev_maximum_activation_bh_q_value,dev_maximum_activation_prevalence,dev_first_64_token_mean_activation_effect,dev_first_64_token_mean_activation_ci_low,dev_first_64_token_mean_activation_ci_high,dev_first_64_token_mean_activation_paired_d,dev_first_64_token_mean_activation_p_value,dev_first_64_token_mean_activation_bh_q_value,dev_first_64_token_mean_activation_prevalence,test_token_mean_activation_effect,test_token_mean_activation_ci_low,test_token_mean_activation_ci_high,test_token_mean_activation_paired_d,test_token_mean_activation_p_value,test_token_mean_activation_bh_q_value,test_token_mean_activation_prevalence,test_token_activation_frequency_effect,test_token_activation_frequency_ci_low,test_token_activation_frequency_ci_high,test_token_activation_frequency_paired_d,test_token_activation_frequency_p_value,test_token_activation_frequency_bh_q_value,test_token_activation_frequency_prevalence,test_maximum_activation_effect,test_maximum_activation_ci_low,test_maximum_activation_ci_high,test_maximum_activation_paired_d,test_maximum_activation_p_value,test_maximum_activation_bh_q_value,test_maximum_activation_prevalence,test_first_64_token_mean_activation_effect,test_first_64_token_mean_activation_ci_low,test_first_64_token_mean_activation_ci_high,test_first_64_token_mean_activation_paired_d,test_first_64_token_mean_activation_p_value,test_first_64_token_mean_activation_bh_q_value,test_first_64_token_mean_activation_prevalence
10,-0.007452486816974771,-0.017925249275459215,0.0030202756415096737,-0.1225269593626622,0.1615802735377734,0.9609931864938355,0.9580896686159844,-0.0011116978715319714,-0.003222376146695671,0.000998980403631728,-0.09068937874989397,0.29935783061907806,0.9921702366532604,0.9580896686159844,-0.36568813131313127,-0.5787523574055222,-0.15262390522074037,-0.2955234995812066,0.0009076871377550655,0.01721243757520717,0.9580896686159844,0.011561268507832227,0.005230280646731205,0.017892256368933247,0.3144312481265698,0.0004308171846623895,0.048259150311321865,0.9580896686159844,-0.013261371545582974,-0.023547627719211046,-0.0029751153719549013,-0.22198457597765367,0.011910352975294452,0.17494551255514473,0.9471153846153846,-0.002095315062865436,-0.004117217812825749,-7.341231290512252e-05,-0.17843529569016953,0.042352981095337604,0.4602926023923574,0.9471153846153846,-0.5783469460227272,-0.7966098612197007,-0.3600840308257537,-0.4562471744448561,6.194532248856738e-07,2.6708214832965473e-05,0.9471153846153846,0.019087049696180556,0.010590861294739237,0.027583238097621875,0.3868177217828726,1.8602661988591286e-05,0.0023393663356881113,0.9471153846153846
11,3.12709237208985e-05,-1.2443676562471021e-05,7.498552400426802e-05,0.12317026938896115,0.15940649108099325,0.9609931864938355,0.001949317738791423,1.384017135327061e-05,-5.492466910528354e-06,3.3172809617069573e-05,0.12326564001576723,0.15908614163246548,0.9597134686318093,0.001949317738791423,0.008552320075757576,-0.0033657900198859163,0.020470430171401068,0.12355725350378359,0.15810966995364686,0.7689495428620806,0.001949317738791423,0.00013363000118371212,-5.259046906071744e-05,0.0003198504714281417,0.12355725350378359,0.15810966995364686,1.0,0.001949317738791423,-1.9728535941491526e-05,-5.875628606316447e-05,1.9299214180181412e-05,-0.08703882797784906,0.3191540831450194,0.9564948125780403,0.0009615384615384616,-8.093758493266774e-06,-2.410514347171556e-05,7.917626485182013e-06,-0.08703882797784886,0.31915408314502053,0.9666087501635329,0.0009615384615384616,-0.004616477272727273,-0.01374897052902925,0.004516015983574705,-0.0870388279778489,0.3191540831450203,0.8784473333910046,0.0009615384615384616,0.0,0.0,0.0,0.0,1.0,1.0,0.0009615384615384616
12,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
13,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.7392262110881735e-05,-5.1798305302691746e-05,1.701378108092828e-05,-0.08703882797784887,0.31915408314502036,0.9564948125780403,0.0009615384615384616,-1.1075669052925976e-05,-3.2985984420973574e-05,1.083464631512162e-05,-0.08703882797784902,0.3191540831450196,0.9666087501635329,0.0009615384615384616,-0.0029740767045454545,-0.008857509860047692,0.0029093564509567837,-0.08703882797784884,0.31915408314502064,0.8784473333910046,0.0009615384615384616,-4.646994850852273e-05,-0.0001383985915632452,4.5458694546199746e-05,-0.08703882797784884,0.31915408314502064,1.0,0.0009615384615384616
14,-0.0006221282343507152,-0.0014786734026125928,0.00023441693391116247,-0.12506083808648125,0.15314762100507778,0.9609931864938355,0.06725146198830409,-9.634287503425673e-05,-0.000248955544563704,5.6269794495190557e-05,-0.10869778788501042,0.21394976639246951,0.9921702366532604,0.06725146198830409,-0.17845446654040406,-0.3567176286045996,-0.0001913044762085203,-0.1723683440224998,0.04975821739589724,0.3953082873857483,0.06725146198830409,-0.001678466796875,-0.003290626816751013,-6.630677699898699e-05,-0.17926532815194188,0.04141713129105242,0.8537109909252732,0.06725146198830409,-0.0007546372100772016,-0.0021358511777789576,0.0006265767576245545,-0.09407385628244333,0.2817601252957069,0.9564948125780403,0.0625,-7.694834979095806e-05,-0.0002748810170371838,0.00012098431745526769,-0.06693812238579344,0.4432417810899113,1.0,0.0625,-0.1097695707070707,-0.2922843724544389,0.0727452310402975,-0.10355607168653912,0.23628916794391272,0.8784473333910046,0.0625,-0.000307333589804293,-0.001552788632294043,0.0009381214526854569,-0.04248872179044294,0.6262538453375938,1.0,0.0625
15,-7.248735743236135e-05,-0.00022394950920208,7.897479433735729e-05,-0.08240429305636843,0.345507640034893,1.0,0.007797270955165692,-1.611117455247564e-05,-6.385408424466611e-05,3.163173513971484e-05,-0.05810453261361397,0.5055822718018336,1.0,0.007797270955165692,-0.014885179924242424,-0.0437892755376054,0.014018915689120552,-0.08867197794854068,0.31019306591245416,0.8959939167662886,0.007797270955165692,-0.0001530502781723485,-0.00036715179085725145,6.105123451255443e-05,-0.12308526933418022,0.15969242162675776,1.0,0.007797270955165692,1.1993008559908379e-05,-7.133301577654275e-05,9.53190328963595e-05,0.02478216106354563,0.7763041787731239,1.0,0.0125,-1.0447745973413641e-07,-4.049525089424202e-05,4.028629597477375e-05,-0.0004453814531387478,0.9959249921748552,1.0,0.0125,-0.0013168797348484848,-0.022337398712866472,0.019703639243169504,-0.010786843380454703,0.901559550262126,1.0,0.0125,-6.172873757102273e-05,-0.0001767024386936455,5.3244963551600034e-05,-0.09244439317064142,0.2901420090000463,1.0,0.0125
16,5.6911540344696156e-05,-0.00013804288878424575,0.0002518659694736381,0.050264217582248236,0.56459843953092,1.0,0.015594541910331383,5.805632099509239e-06,-6.305996349648478e-05,7.467122769550326e-05,0.014515730489414564,0.8678057752445457,1.0,0.015594541910331383,-0.019516453598484848,-0.04310108732571977,0.004068180128750074,-0.14248313433251347,0.10402918546460502,0.6095496421887109,0.015594541910331383,0.0,0.0,0.0,0.0,1.0,1.0,0.015594541910331383,7.494594937077525e-05,-0.0001660245520511522,0.0003159164507927027,0.05355203474034453,0.5394464148312603,1.0,0.014423076923076924,2.9052517316868585e-05,-7.316267727647477e-05,0.00013126771191021195,0.048939553382258284,0.5748911276777178,1.0,0.014423076923076924,-0.0009765625,-0.0397452282396124,0.0377921032396124,-0.004337214305070301,0.9603331205620647,1.0,0.014423076923076924,-6.889574455492425e-05,-0.00020518796162112953,6.739647251128103e-05,-0.08703882797784897,0.3191540831450198,1.0,0.014423076923076924
17,2.3697589928604136e-05,-2.3181895754585138e-05,7.057707561179341e-05,0.08703882797784893,0.3191540831450202,0.9850367579623645,0.0009746588693957114,1.494232282945604e-05,-1.4617156057110113e-05,4.4501801716022196e-05,0.08703882797784891,0.3191540831450202,0.9921702366532604,0.0009746588693957114,0.004004892676767677,-0.0039177403618190785,0.011927525715354433,0.08703882797784891,0.3191540831450202,0.8959939167662886,0.0009746588693957114,6.257644807449495e-05,-6.12146931534231e-05,0.00018636758930241302,0.08703882797784891,0.3191540831450202,1.0,0.0009746588693957114,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
18,-4.8241966093579926e-05,-0.00011658839309474281,2.010446090758295e-05,-0.12153486314724798,0.1649769026980379,0.9609931864938355,0.001949317738791423,-1.8089488025218475e-05,-4.4232678431152666e-05,8.053702380715715e-06,-0.11914049009285332,0.17339815196975164,0.9666048400551451,0.001949317738791423,-0.010860558712121212,-0.02601097058014946,0.004289853155907037,-0.123429628279067,0.1585364582748171,0.7689495428620806,0.001949317738791423,0.0,0.0,0.0,0.0,1.0,1.0,0.001949317738791423,-8.939313843394771e-06,-5.626560978683385e-05,3.838698210004431e-05,-0.03252320693631034,0.7092589456838814,1.0,0.0028846153846153848,-7.695923682838453e-06,-3.6373573978772916e-05,2.0981726613096014e-05,-0.04620711786508361,0.5964012648285214,1.0,0.0028846153846153848,-0.00244140625,-0.013580783953194545,0.008697971453194545,-0.03773729918191804,0.6653149002521759,1.0,0.0028846153846153848,-4.277084812973485e-05,-0.0001273817882547282,4.18400919952585e-05,-0.08703882797784881,0.3191540831450207,1.0,0.0028846153846153848
19,1.6668869648128748e-05,-2.4130696969875024e-05,5.746843626613252e-05,0.0703464673852411,0.42042957529513536,1.0,0.005847953216374269,5.140448179603978e-06,-7.340359682331719e-06,1.7621256041539675e-05,0.0709169388286625,0.41668067380329266,1.0,0.005847953216374269,-0.0005326704545454545,-0.018664923196994757,0.017599582287903846,-0.005058229584478156,0.9537458717732674,1.0,0.005847953216374269,-4.6238754734848486e-07,-1.3771004135646271e-06,4.523253188676575e-07,-0.087038827977849,0.31915408314501975,1.0,0.005847953216374269,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
20,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
21,0.010904163122177126,0.009762842429659664,0.012045483814694587,1.6450395407533924,3.0656045786571275e-39,1.7938166220256564e-36,1.0,0.0014171349125763758,0.001232113533218024,0.0016021562919347277,1.3188061868306304,1.3685211505553023e-30,8.719608539715917e-28,1.0,0.025173611111111112,-0.018962373325243156,0.06930959554746538,0.09820744077739071,0.2612479869483449,0.8959939167662886,1.0,8.392333984375e-05,-0.0032793535327290497,0.0034472002124165497,0.004296470465356536,0.9607054453581654,1.0,1.0,0.011545592216384418,0.009996281537102886,0.01309490289566595,1.28312625859625,1.3308143653351416e-29,6.578811979808478e-27,0.9990384615384615,0.0015858266161016255,0.0013119026056288563,0.0018597506265743947,0.9968212645473912,1.797168823840725e-21,7.0586882900220915e-19,0.9990384615384615,0.00491240530303031,-0.04356701458939665,0.05339182519545727,0.01744730969018379,0.8414361438096299,1.0,0.9990384615384615,-0.0014748621468592172,-0.005296873186610193,0.002347148892891758,-0.06644329858973147,0.44661214999169585,1.0,0.9990384615384615
22,5.4186262952333145e-05,-2.857481739532331e-05,0.0001369473432999896,0.11273395454841004,0.19752414119873976,0.9850367579623645,0.01364522417153996,1.515945724818404e-05,-7.531968249308591e-06,3.785088274567667e-05,0.1150306478663493,0.18860428514482452,0.9893271247113811,0.01364522417153996,0.00026633522727272725,-0.00032244530385207965,0.0008551157583975342,0.07788733866579778,0.3725045585304897,0.982200726704635,0.01364522417153996,-4.6238754734848486e-07,-1.377100413564628e-06,4.5232531886765813e-07,-0.08703882797784894,0.3191540831450201,1.0,0.01364522417153996,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
23,4.377721948784334e-05,-2.727663332438089e-05,0.00011483107230006757,0.1060845734792612,0.22510317464888602,0.9850367579623645,0.00682261208576998,1.7818626465576918e-05,-1.0510400120876884e-05,4.6147653052030723e-05,0.10830144832278088,0.21561494215541638,0.9921702366532604,0.00682261208576998,0.006115845959595959,-0.011690280393321293,0.023921972312513213,0.05913965411668845,0.49804343446899957,1.0,0.00682261208576998,0.0,0.0,0.0,0.0,1.0,1.0,0.00682261208576998,7.948450828817758e-05,-9.118101709315257e-05,0.0002501500336695077,0.08019150840449975,0.35857163780958146,1.0,0.009615384615384616,1.9113539813340388e-05,-2.1283970685223877e-05,5.951105031190465e-05,0.08146634194653232,0.35100726629727097,1.0,0.009615384615384616,0.0015092329545454545,-0.012343936768812944,0.015362402677903852,0.01875853065246568,0.8296978072619589,1.0,0.009615384615384616,-8.045543323863636e-05,-0.00023961547196024523,7.87046054829725e-05,-0.08703882797784895,0.31915408314502,1.0,0.009615384615384616
24,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
25,2.7847846274997927e-05,-0.0001014055132986216,0.00015710120584861743,0.03709722853443522,0.670650917312883,1.0,0.009746588693957114,7.260953413670636e-06,-4.2842155133481914e-05,5.736406196082318e-05,0.024952879620224494,0.7748051020336582,1.0,0.009746588693957114,0.0013168797348484848,-0.02965661509057664,0.03229037456027361,0.0073206154897841325,0.9330993816168229,1.0,0.009746588693957114,-2.5200121330492426e-05,-0.0002690152708997236,0.00021861502823873876,-0.0177964605948583,0.8383068690579465,1.0,0.009746588693957114,2.6523869371775426e-05,-9.15840716818891e-05,0.00014463181042543996,0.03866780096636277,0.6575882192433771,1.0,0.0038461538461538464,8.440617944650127e-06,-3.689693948382319e-05,5.3778175373123446e-05,0.03205588835780261,0.7132484007458869,1.0,0.0038461538461538464,0.0009321732954545455,-0.023001686542525192,0.02486603313343428,0.006706186184884071,0.9387027429497777,1.0,0.0038461538461538464,0.0,0.0,0.0,0.0,1.0,1.0,0.0038461538461538464
26,-4.069279053841125e-06,-8.942245289281372e-05,8.128389478513146e-05,-0.008208985542482995,0.9250037835873282,1.0,0.00682261208576998,-6.85412845941204e-07,-4.106683649979037e-05,3.969601080790797e-05,-0.0029225523987944603,0.9732651155747873,1.0,0.00682261208576998,-0.004142992424242424,-0.025065640127390373,0.016779655278905525,-0.03409488182347068,0.6959013232305373,1.0,0.00682261208576998,-0.00013224283854166666,-0.00039385071827948337,0.00012936504119615003,-0.08703882797784901,0.3191540831450197,1.0,0.00682261208576998,-0.00012727245786039142,-0.0002914838252507175,3.693890952993469e-05,-0.13345133001877402,0.1276284990326983,0.8418137391915173,0.019230769230769232,-5.268854676449502e-05,-0.00011004279286269412,4.665699333704075e-06,-0.15817663689283287,0.07145499844668193,0.6405015552485663,0.019230769230769232,-0.037918244949494945,-0.07066677676113284,-0.0051697131378570516,-0.1993646185515772,0.02358851953984896,0.21806064794526675,0.019230769230769232,-0.000229190094302399,-0.0005830098382900368,0.00012462964968523878,-0.11153353627447858,0.2023087882777888,1.0,0.019230769230769232
27,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
